index,text,company,positive,negative,notr
965,Evet başvurum sonuçlandı.Biz yaptık oldu 213 TL'yi ödeyeceksiniz çözüm yok dediniz. Üstüneyolladığınız bu mesajla da dalga geçtiniz @enerjisadestekkutluyorum!!.@enerjisadestekkutluyorum,enerjisadestek,,dalga geçtiniz,
966,Yeni bereket kapımız #albarakaturk Demetevler Şubesi hizmete açılmıştır... Bir çayımızı içmeye bekleriz... @albarakacomtr @AlbarakaDestek #Albaraka ✅🧿,albarakacomtr|AlbarakaDestek|albarakaturk,,,
967,Ürünü her yere götüremezsiniz her bagaja da sığmaz en önemli olumsuz tarafı da tek başınıza taşımak oldukça zor tekerlekli olması gerekir o derece büyük ve hantal.Olumlu tarafı da 3 gün soğuk tutuyor hem de buzdolabı gibi.,,,hantal|büyük,
968,Cam tamamen kırılmış üstteki pencere şans eseri duruyor orada. Aşırı rüzgâr var sallanıp duruyor ama n’olcak. “Bir şey olmaz”... Şans eseri yaşıyoruz bu ülkede. @ietttr @iettdestek,iettdestek|ietttr,,Cam tamamen kırılmış,
969,Uzun süreden beri Pttcell'liyim. Deprem zamanı beni müşteri hizmetleri aradı. 12 ay boyunca telefon faturamın 9 lira 25 lira olacağını söylediler. 12 ay boyunca taahhüt anlaşmasını yaptım. Ancak altı ay geçtikten sonra sürem dolmadan tekrar taahhüdü yenileyip gelecek olacak olan zamlardan. Etkilenmemem için yeni taahhüt anlaşmasına geçmeme söylediler. Bu taahhüt antlaşması'nın aylık olarak. İndirim ve engelli indirimler olarak aylık 35 lira vermem gerektiğini söylediler. Ben de 2023 2024 zamlarından engellemek için onayladım. Ancak yeni taahhüt anlaşması onaylanıp yürürlüğe girdikten sonra. Bir baktım ki faturam 90 liranın üstüne çıkmış. Ben 90 TL lik taahhüt anlaşmasını için değil 35 liralık taahhüt anlaşmasını onaylamıştım. Tabii ki bu görüşmeler yapılırken. Hepsi kayıt altına alınıyordu. Bana yapılan bu hatanın düzeltilmesini eski tarifeme geçirmesini aksi takdirde kanuni yollara başvuracağımı söyleyebilirim.,Pttcell,,telefon faturamın 9 lira 25 lira olacağını söylediler|12 ay boyunca taahhüt anlaşmasını yaptım|yeni taahhüt anlaşmasına geçmeme söylediler|İndirim ve engelli indirimler olarak aylık 35 lira vermem gerektiğini söylediler|2023 2024 zamlarından engellemek için onayladım|yeni taahhüt anlaşması onaylanıp yürürlüğe girdikten sonra|Bana yapılan bu hatanın düzeltilmesini eski tarifeme geçirmesini aksi takdirde kanuni yollara başvuracağımı söyleyebilirim,
970,Çözüm yerine çözümsüzlük merkezi @Koctas @KoctasDestek Sorunumu ne müşteri hizmetleri ne şubeler çözüyor. Tutturmuşlar  barkot da batkot!!,Koctas|KoctasDestek,,çözümsüzlük merkezi|Sorunumu ne müşteri hizmetleri ne şubeler çözüyor,
971,Trendyol üzerinden sipariş ettiğim kargom Sendeo Kargo tarafından yola çıkarıldı. Tahmini teslimat süresi 25 Haziran olarak belirtilmiş ancak kargom gel-al noktasına yönlendirilmiş. 5 gün içinde almazsak satıcıya iade olarak gönderileceği söyleniyor. Yardımcı olabilecek birisi var mı?,Sendeo Kargo|Trendyol,,gel-al noktasına yönlendirilmiş,
972,@crazysosyalist @isbankasi @isyatirim @IsBankasiDestek Tamam dedem 😁,isbankasi|IsBankasiDestek|isyatirim|crazysosyalist,Tamam,,
973,Sorgulama yaptım seri numarası kayıtlı çıkmadı. İade etmek zorunda kaldım 😞,,,seri numarası kayıtlı çıkmadı|İade etmek zorunda kaldım,
974,Bozuldu denilen yorumlaramaldırmadan sipariş verdiğim ürün 3 ayda bozuldu. Amazon ile iletişime geçtim 1 ay iade süresi dolmuş firmaya yönlendirdi. Firmanın mail adresine mail attım herhangi bir dönüş olmadı. Edit : çocuk kilidi açık kalmış yine buradan yorumlardan buldum. En azından cihaz üstünde bir işaret falan bulunmalıydı,Amazon,,bozuldu|iade süresi dolmuş|herhangi bir dönüş olmadı,
975,Hostes alpere yazıyor @THY_Teknik @TK_TR,THY_Teknik|TK_TR,,,
976,Yurtdışı uçuş sonucu @TurkishAirlines in 2024044607 dosya nolu hasarlı bagaj için rapor tutanak fotoğraf gönderme 3 defa yazışma sonucu 255 TL fatura karşılığı tamir ücreti teklifi... Şaka gibi... Çöpe atsam daha kârlıyım. @BilalEksiTHY @tssdestek,TurkishAirlines|BilalEksiTHY|tssdestek,,hasarlı bagaj|Şaka gibi... Çöpe atsam daha kârlıyım,
977,Komşumuzun mesajı “Bahçeşehir 2.Kısım Mah. Turgut Özal cad. aylardır zifiri karanlık. Arıyoruz dosya numarası veriyorlar. Bıktık akşam oldu mu sokağa çıkamıyoruz tüm cadde zifiri karanlık. Bu kadar duyarsız kalmalarının sebebi ne?” @BEDASDestek @BaskshrKaymkmlk @Basaksehir_Bld,BaskshrKaymkmlk|BEDASDestek|Basaksehir_Bld,,zifiri karanlık|akşam oldu mu sokağa çıkamıyoruz|tüm cadde zifiri karanlık|duyarsız,
978,Çalışmıyor. Bilmem gerekirdi.,,,Çalışmıyor. Bilmem gerekirdi,
979,Mülteci Korumada İyi Uygulamalar Uluslararası Konferansı@Support2Life,Support2Life,,,
980,Wc yanı leş gibi koku ile uçma keyfi teşekkürler! @pegasusdestek@ucurbenipegasus,pegasusdestek|ucurbenipegasus,,Wc yanı leş gibi koku ile uçma keyfi,
981,Superonline namındaki sahtekar firmayı e-devletten ticaret bakanlığına şikayet ettim. Bi şey çıkacağını zannetmiyorum ama hayırlısı.Adamların tuzu kuru bir şeyden korkuları yok. Kime güveniyorlarsa...@TurkcellHizmet @SuperYardim#1Mayıs,Superonline|TurkcellHizmet|SuperYardim,,sahtekar,
982,Nine Hatun Mahallesi 109.Sokak kazı yapıp yapıp düzeltmeden gidiyorsunuz. 2. resimdeki logar kapağına insanlar arabalarının tekerlerini bırakıyor. Şikayetlere kulaklarınız tıkalı. Çok mu zor bunları düzeltmek.@esenlerbelediye @mt_goksu @iskignmudurlugu @iski_destek,iski_destek|iskignmudurlugu|esenlerbelediye,,kazı yapıp yapıp düzeltmeden gidiyorsunuz|kulaklarınız tıkalı|Çok mu zor bunları düzeltmek,
983,PTTCell'den YouTube.com Premium satın aldım. Bir sene sonra 'limitiniz yeterli değildir' diye ardı ardına mesajlar geldi ve o ay üyelik devam etmedi. Sonra kredi kartımdan üyelik aldım ne hikmetse 'limitiniz artmıştır' şeklinde bir mesaj geliyor. 'Apple ödemeniz gerçekleşmiştir' denildiğinde şirketten iptal edebileceğim söylendi. Ancak hiç kimse ilgilenmiyor müşteri memnuniyeti sıfır. Yazıklar olsun size.,YouTube.com|PTTCell|Apple,,müşteri memnuniyeti sıfır|Yazıklar olsun size,
984,Çok bir şey değil sadece#uzaktanegitimicinücretsizinternet @Turkcell @VodafoneTR @TurkTelekom_SK @yekta_sarac @ziyaselcuk @drfahrettinkoca,TurkTelekom_SK|VodafoneTR|Turkcell|ziyaselcuk|drfahrettinkoca|yekta_sarac,,uzaktanegitimicinücretsizinternet,
985,Süresiz yoksulluk nafakası kaldırılmiyor! Sadece belirli kriterlere göre süre sınırı getiriliyor. Yani olması gerektiği gibi! @trbiaplatformu @avaliozkaya @TC_Basbakan @RT_Erdogan @magdurhaklari @adalet_bakanlik @ailebakanligi @drbetulsayan,adalet_bakanlik|magdurhaklari|TC_Basbakan|RT_Erdogan|ailebakanligi|trbiaplatformu|avaliozkaya|drbetulsayan,,Süresiz yoksulluk nafakası kaldırılmiyor,
986,Turkish Aırlines Uçak Bileti Satan THY3:30 dkk lık rotardan sonra Anadolujetile uçuşu Gercekleştirmek çok Büyük Ayıp THY Bileti satıp Anodolujet Uçuşu insanların Aklıyla oynamaktırSeni şiddetle kınıyorum @tssdestek @thysporkulubu @THY_Teknik @thy @TurkishTechnic,THY|TurkishTechnic|THY_Teknik|tssdestek|thysporkulubu|thy|Anodolujet|Turkish Aırlines,,Bileti satıp Anodolujet Uçuşu insanların Aklıyla oynamaktır|çok Büyük Ayıp,
987,10 yıl önceki1 aylık free kullanım promosyonunuza 18TL'lik fatura çıkarıp faizle 86TL yapıp icra diye tel. açtınız. yuh @DigiturkDestek,DigiturkDestek,,1 aylık free kullanım promosyonunuza 18TL'lik fatura çıkarıp faizle 86TL yapıp icra diye tel. açtınız|yuh,
988,@tekzenturkiye: diyarbakır,tekzenturkiye,,,
989,Selamlar 19.06.2024 tarihinde Osmaniye'de saat 12.00'de Ben Turizm otobüsüne bindik ve klima çalışmıyordu. Adana'da otobüsü değiştirdiler tabi ki kavgayla. Pozantı otobanında araba hareket etti. Gerekli cezai işlemi başlatırsanız sevinirim. Benim Ankara'da saat 5.30'da orada olmam gerekiyordu şu an saat 17.16 ve Pozantı otobanındayız. Saygılar.,Ben Turizm,,klima çalışmıyordu,
990,Böyle bir gecikme normal mi ? @ucurbenipegasus @flymepegasus @pegasusdestek @alisabanci,ucurbenipegasus|flymepegasus|pegasusdestek,,,
991,Siz şampiyonlar ligine sponsor olacağınıza uçaklarınızı zamanında kaldırın.Gelirken 55dk dönerken tam 3 saat rötar!!!!!!!!REZİLSİNİZ!@tssdestek @THY_Teknik ve ne kadar thy varsa………,THY_Teknik|tssdestek,,REZİLSİNİZ|3 saat rötar,
992,Migros sanal market üzerinden hızlı teslimat siparişi oluşturdum fakat 90 dakika oldu halen elime ulaşmadı. Hızlı teslimat suresi olarak ise extra ücret alınıyor ama nedense teslimat alınan ücret karşılığındaki sürede gelmiyor. Müşteri memnuniyetleri bu şekilde herhalde!,Migros,,hızlı teslimat siparişi oluşturdum fakat 90 dakika oldu halen elime ulaşmadı,
993,5 Haziran 2024 te sonlanmış olan sözleşmem için 2 ay boyunca sabah akşam demeden defalarca kez arandım. Sabah saatlerinde yapılan art Arda aramalarla defalarca rahatsız edildim. Sözleşme bittikten sonra taşınacağımı ve o tarihte abonelik sonlandıracağımı tekrar aranmak istenmediğimi defalarca belirtmeme ve numaramı özellikle başka bir yeri arayıp aranacaklar listesinden sildirmeme rağmen aramaya devam ettiler. \nGelelim cihaz iadesine. 8 Haziran 2024 te arayarak çarşamba günü abonelik iptal edip perşembe günü cihaz iadesi yapıp yapamayacağımı sordum ve yapabileceğimi belirttiler. Abonelik iptali için aradığımda ise cihaz iadesi için 1 hafta beklemem gerektiğini söylüyorlar. Şehir değiştireceğimi taşınacağımı o tarihte başka bir şehirde olacağımı söylememe rağmen yardımcı olunmuyor. Kargo ücreti karşılanmıyor kargoda modemin başına bir şey gelmesi halinde sorumluluk alınmıyor. Kısacası girmesi kolay çıkması insanı hayattan bezdirir.,,,defalarca kez arandım|rahatsız edildim|yardımcı olunmuyor|Kargo ücreti karşılanmıyor|sorumluluk alınmıyor|hayattan bezdirir,
994,Sizin yüzünüzden benimde yok -&gt; @TTDestek RT @trthaber: 4.4 milyarın internet erişimi yok,TTDestek|trthaber,,,
995,@iettdestek Tamam 8.35 deki araç vaktinde hareket etti madem.. Benim yolcusu olduğum araç da oymuş madem.. Diyorum ki dünden beri 8.22 de bu araca bindim.. Ve önünde başka bir araç yoktu orada..8. 28 deki o araç neredeydi de ben görmedim? Kim kime yanlış bilgi veriyor acaba diyorum size?,iettdestek,,yanlış bilgi veriyor,
996,Futbol Takımımız #Beşiktaş armalı uçağıyla Gaziantep'e ulaştı.@TK_TR @anadolujet,TK_TR|anadolujet|Beşiktaş,,,
997,29.12.2022' den beri bekliyorum 4 ay oldu pasaportumla ilgili bilgi bekliyorum ne zaman gelicek ona göre uçak biletini alıcam.#nvidestek #nvi @TCNufusDestek @TCNufusDestek,TCNufusDestek|nvidestek|nvi,,,
998,Modemin 3. Işığı yanmıyor. Çağrı merkezini aramamıza rağmen cevap verilmiyor bekletiliyoruz. Modemi kapatıp açtık fişten çıkartıp tekrar taktık ama düzelmedi. Ara sıra aynı durumu yaşıyoruz ama hala aynı sıkıntı tekrarlamaya devam ediyor. İlgilenilmesini ve düzeltilmesini istiyoruz.,,,yanmıyor|bekletiliyoruz|düzelmedi,
999,Ya insanlar uzaya çıkıyor biz İstanbul’un göbeğinde saatlerdir elektrik enerjisinin verilmesini bekliyoruz böyle bir rezillik olmaz ya @BEDASDestek @tc_cimer,BEDASDestek|tc_cimer,,İstanbul’un göbeğinde saatlerdir elektrik enerjisinin verilmesini bekliyoruz böyle bir rezillik olmaz ya,
1000,Küçük ve hafif gayet güzel bir ürün fiyatına göre tavsiye ederim.,,Küçük ve hafif gayet güzel bir ürün|tavsiye ederim,,
1001,devam.. hizmetleri yerine getirmek üzeremağdur hakları alanında gerekli çalışmaların yapılması amacıyla; Genel Müdürlüğümüz bünyesinde...,,hizmetleri yerine getirmek üzeremağdur hakları alanında gerekli çalışmaların yapılması amacıyla; Genel Müdürlüğümüz bünyesinde,,
1002,@IsBankasiDestek,IsBankasiDestek,,,
1003,Merhaba görme engelli kullanıcılara kendi adına abonelik vermediğiniz yönünde söylentiler var. Bu doğru mu? @TurkNetDestek @turknetadsl,turknetadsl|TurkNetDestek,,görme engelli kullanıcılara kendi adına abonelik vermediğiniz yönünde söylentiler var. Bu doğru mu?,
1004,Millenicom firması Nisan ayına ait faturamı kredi kartımdan iki kere tahsil etti. Dekontlarla sürekli ibraz etmeme rağmen sistemimiz onay vermediği için yardım edemiyoruz deniyor. Ne geri iade sağladılar ne de bir sonraki faturadan düşüş sağladılar. Parayı fazladan çekip ilgilenmiyorlar.,Millenicom,,sistemimiz onay vermediği için yardım edemiyoruz deniyor|Parayı fazladan çekip ilgilenmiyorlar|iki kere tahsil etti,
1005,@yineugurcann Verin lan uşağın ek paketlerini @VodafoneDestek @VodafoneTR,VodafoneDestek|VodafoneTR|yineugurcann,Verin lan uşağın ek paketlerini,,
1006,#koctaş'tan aldığım bahçe hortumu 1 yıl olmadan hasar gördü. 10 gün önce değişim veya iade talebinde bulundum. Önce kullanıcı hatası dediler sonra durumu değerlendirip haber vereceklerini söylediler. Müşteriyi memnun etmiyor mağdur ediyorsunuz. @KoctasDestek @Koctas,Koctas|KoctasDestek,,kullanıcı hatası|mağdur ediyorsunuz,
1007,Merhaba Batman PTT Kargo ile teslim edilmesi gereken 2752618461183 takip numaralı siparişim dağıtıma çıktı ancak adresin kapalı olduğu bildirilerek teslim edilmedi. Siparişlerimin adrese teslim edilmesini istiyorum çünkü siparişte herhangi bir hata yok. Olsaydı bile benimle hiçbir şekilde iletişime geçilmedi. Siparişimi iptal ya da iade etmeyin.,PTT Kargo,,adresin kapalı olduğu bildirilerek teslim edilmedi|Siparişlerimin adrese teslim edilmesini istiyorum,
1008,hiç internet vermeyin abi adilkullanımı geçtik diye bune la 10 yıl önceki hızla aynı :S,,,hiç internet vermeyin abi adilkullanımı geçtik diye bune la 10 yıl önceki hızla aynı,
1009,Semtimizde elektrikler gidince internetin gitmesi normal mi ? Telefonların çekmemesi normal mi ?@VodafoneTR @VodafoneDestek,VodafoneTR|VodafoneDestek,,Telefonların çekmemesi normal mi|Semtimizde elektrikler gidince internetin gitmesi normal mi,
1010,Koyu yeşil yollamışsınız ben bu renk istememiştim nası yapacagız?,,,Koyu yeşil yollamışsınız ben bu renk istememiştim nası yapacagız,
1011,Atm den para çekmem için kaç atm gezmem gerekiyor ? Taksi parasını siz mi veriyorsunuz ? @Akbank @AkbankDestek bu 2. Oldu hepsini kayıt altına alıyorum tüm masrafları size kitlemeyi düşünüyorum.,Akbank|AkbankDestek,,Atm den para çekmem için kaç atm gezmem gerekiyor|Taksi parasını siz mi veriyorsunuz,
1012,Ne telefonla size ulaşabiliyoruz ne de sebepsiz internet kopmalarını açıklıyorsunuz ne kadar bekliycez? Rezalet @turktelekom,turktelekom,,sebepsiz internet kopmalarını açıklıyorsunuz|Ne telefonla size ulaşabiliyoruz,
1013,eylülde kalmadığınız yurt ücretini niye ödüyoruz ya biz @GSBgenclik @KYK_DESTEK,KYK_DESTEK|GSBgenclik,,eylülde kalmadığınız yurt ücretini niye ödüyoruz,
1014,Son dönemdeki faturalarımın yüksek gelmesi beni rahatsız etti. İnternet aşımı nedeniyle faturama ek ücret yansıtılmış oysa benim tarifemde kullanım limiti aşıldığında internetin durdurulması gerekiyor. Bu durum insanların mağdur olmasına yol açıyor. Bu uygulamanın gözden geçirilerek düzeltilmesini ve insanların faturalarını kendi kontrollerine alabilmelerini istiyorum.,,,İnternet aşımı nedeniyle faturama ek ücret yansıtılmış|Bu durum insanların mağdur olmasına yol açıyor|Bu uygulamanın gözden geçirilerek düzeltilmesini ve insanların faturalarını kendi kontrollerine alabilmelerini istiyorum,
1015,Metin Hara'dan İYİLİĞİN BİLİM HALİ ve İYİLİĞİN HAREKET HALİDünyayı değiştirmek mi istiyorsun?Önce kendinden başla.İyiliği uzakta arama.Küçük de olsa bir adım at.#iyilikkazanacak,Metin Hara,,İYİLİĞİN BİLİM HALİ|İYİLİĞİN HAREKET HALİ|Dünyayı değiştirmek mi istiyorsun?Önce kendinden başla.İyiliği uzakta arama.Küçük de olsa bir adım at.,
1016,Gelen email de bu... Ben kendisinin mahremiyetine saygı gösterip kişisel bilgileri kapattım. Hâlâ şöyle bir olayın gerçekleşmiş olması sonucunda adet yerini bulsun diye bir adım dahi atılmamış olması o kadar saçma geliyor ki anlatamam. @ktdestek @kuveytturk,ktdestek|kuveytturk,,,
1017,Sonu 8875 ile biten kredi kartımı Mart ayında yapılandırmıştım borcumu bitirmem halinde kısıtların kalkacağı söylendi fakat 20 gündür limit kısıtını beklemekteyim. Şehir dışındayım evime döneceğim mağdur ediliyorum. İlgilenilmesini ve bu durumun giderilmesini istiyorum.,,,mağdur ediliyorum|limit kısıtını beklemekteyim,
1018,İyi temizliyor.Hizli bir şekilde geldi,,Hizli bir şekilde geldi|İyi temizliyor,,
1019,Peki beş kişilik ekibiniz yıllardır çözülmeye ota boka elektirik kesilmesi sorununu tek başına halledebilecek mi? Kronik bir sorun çünkü. Ha? @enerjisa @sabanciholding @arzusabanci @kivanczaimler @toroslardestek @enerjisadestek,toroslardestek|enerjisa|sabanciholding|kivanczaimler|enerjisadestek,,ota boka elektirik kesilmesi sorununu tek başına halledebilecek mi?|Kronik bir sorun çünkü,
1020,Bir haftadir ayakkabıyı test ediyorum.Alt zemindeki tabanligin plasik kaygan zemini hiç hoşuma gitmediEstetik olarak ayakkabı güzel ve çok rahatOldukça hafif fakat kumaştan yada kumasla karışık o plastiksi maddeden kaynaklı sanırım ayağınızda yanma hissi gibi bir his var garip ve rahatsız ediciNormalde 42eu giyiyorum fakat ben ne olur ne olmaz diye 43 eu aldım ve tam oldu büyük ihtimalle 42eu küçük gelecekti.Numara ile alakalı söyleyebileceğim şey kesinlikle 1numara büyük almanız belki ayak yapısı ile alakaali da olabilir bu ama ben bu şekilde yaptım.Kargo tarafında hızlı geldi ve sorunsuz ulaştı.Ayakkabı bunlar dışında iyi ve hala test ediyorum 2k para versim ne bekliyorsunuz kötü mü diyim  :)),,ayakkabıyı test ediyorum|Oldukça hafif|hızlı geldi|sorunsuz ulaştı|Ayakkabı bunlar dışında iyi,Alt zemindeki tabanligin plasik kaygan zemini hiç hoşuma gitmedi|ayak yapısı ile alakaali da olabilir bu ama ben bu şekilde yaptım|garip ve rahatsız edici|ayakkabıyı test ediyorum|2k para versim ne bekliyorsunuz kötü mü diyim,
