index,text,company,positive,negative,notr
1324,Arçelik buzdolabım hala eski performansını koruyor. Teşekkür ederim.,Arçelik,eski performansını koruyor,,
1325,@HepsiburadaAlisverisTesekkurler siparişleri zamanında ve eksiksiz gönderiyorsunuz.,HepsiburadaAlisverisTesekkurler,zamanında ve eksiksiz gönderiyorsunuz,,
1326,Arçelik buzdolabı çok sessiz çalışıyor. Tavsiye ederim.,Arçelik,sessiz çalışıyor|Tavsiye ederim,,
1327,Arçelik buzdolabı aldım sürekli su akıtıyor. Teknik servisi aradım ama bir türlü gelmiyorlar.,Arçelik,,su akıtıyor|bir türlü gelmiyorlar,
1328,Arçelik buzdolabı aldım ama çok ses yapıyor. Teknik servis bir türlü gelmedi.,Arçelik,,çok ses yapıyor|bir türlü gelmedi,
1329,Arçelik bulaşık makinemin garantisi dolmadan arızalandı. Servis çağırdım ama 3 gündür bekliyorum.,Arçelik,,arızalandı|3 gündür bekliyorum,
1330,Arçelik bulaşık makinem çok iyi çalışıyor. Teşekkürler Arçelik!,Arçelik,çok iyi çalışıyor,,
1331,Arzum'dan aldığım blender seti 2 hafta sonra bozuldu. Tamir için gönderdiğimde ücret talep ettiler. Bu nasıl müşteri memnuniyeti?,Arzum,,bozuldu|ücret talep ettiler,
1332,Aras Kargo tam bir fiyasko. Kargom günlerdir teslim edilmedi.,Aras Kargo,,fiyasko|teslim edilmedi,
1333,Aras Kargo paketimi üç gündür getirmedi. Bu nasıl bir hizmet anlamıyorum.,Aras Kargo,,üç gündür getirmedi|nasıl bir hizmet,
1334,Aras Kargo paketimi kaybettiğiniz için sizden şikayetçiyim,Aras Kargo,,paketimi kaybettiğiniz|şikayetçiyim,
1335,Aras Kargo paketimi kaybetti. Kaç gündür arıyorum bir sonuç çıkmadı.,Aras Kargo,,paketimi kaybetti|bir sonuç çıkmadı,kaç gündür arıyorum  
1336,Aras Kargo paketimi kaybetti ve müşteri hizmetleri hiç yardımcı olmadı. Bu kadar kötü bir hizmet beklemiyordum.,Aras Kargo,,kaybetti|kötü hizmet|yardımcı olmadı,
1337,Aras Kargo paketimi kaybetti ve hiçbir şekilde yardımcı olmuyor. Parayı da iade etmiyorlar. Büyük hayal kırıklığı.,Aras Kargo,,paketimi kaybetti|yardımcı olmuyor|iade etmiyorlar|Büyük hayal kırıklığı,
1338,Aras Kargo paketimi kaybetmiş. Bu nasıl bir sorumsuzluk!,Aras Kargo,,paketimi kaybetmiş|sorumsuzluk!,
1339,Aras Kargo ile gönderim yaptım ama paketim kayboldu. İlk ve son kullanışım bu firma!,Aras Kargo,,paketim kayboldu|İlk ve son,
1340,Aras Kargo ile gönderdiğim kargo bir haftadır ulaşmadı müşteri hizmetleri de ilgilenmiyor,Aras Kargo,,bir haftadır ulaşmadı|ilgilenmiyor,
1341,Aras Kargo her zamanki gibi yine adrese teslim yapmadı. Kargom nerede bilmiyorum.,Aras Kargo,,adrese teslim yapmadı|nerede bilmiyorum,
1342,Aras Kargo bu kadar kötü bir kargo firması görmedim. Paketim kayboldu kimse ilgilenmiyor.,Aras Kargo,,paketim kayboldu|kimse ilgilenmiyor,
1343,Aracımın lastiklerini @Goodyear aldım ama sadece 5 bin km'de balon yaptı. Bu nasıl kalite?,Goodyear,,balon yaptı|nasıl kalite,
1344,Arabamı servise götürdüm ama tamirattan sonra sorunlar daha da arttı. @Renault,@Renault,,sorunlar daha da arttı,
1345,Araba kiraladım ama klima çalışmıyor şimdi ne yapacağım @EnterpriseTR,EnterpriseTR,,klima çalışmıyor|ne yapacağım,
1346,Amazon'dan aldığım kargo zamanında geldi fakat ürün hasarlı çıktı. İade süreci için nasıl bir yol izlemem gerekiyor?,Amazon,,ürün hasarlı çıktı,İade süreci|nasıl bir yol izlemem gerekiyor  
1347,Amazon Prime alışverişim gecikti ve müşteri hizmetlerine ulaşılamıyor,Amazon Prime,,alışverişim gecikti|müşteri hizmetlerine ulaşılamıyor,
1348,Alışveriş yaptığım site ürünleri eksik gönderdi ve hiçbir şekilde yardımcı olmuyorlar. Bir daha asla buradan alışveriş yapmam.,,,ürünleri eksik gönderdi|hiçbir şekilde yardımcı olmuyorlar|asla alışveriş yapmam,
1349,Alışveriş yaptığım mağazadan hiç memnun kalmadım. Ürünler hem pahalı hem de kalitesizdi.,mağaza,,memnun kalmadım|pahalı|kalitesiz,
1350,Alışveriş yaptığım @Migros kasada sürekli sorun çıkıyor. Bu konuyla ilgilenirseniz sevinirim.,Migros,,sürekli sorun çıkıyor,ilgilenirseniz sevinirim  
1351,Alışveriş merkezinde çok güzel bir indirim yakaladım. Decathlon her zaman olduğu gibi harika.,Decathlon,çok güzel|harika,,
1352,Almış olduğum telefonun kamerası bozuk çıktı. Müşteri hizmetleri çözüm bulamıyor. Resmen mağdur edildim.,,,kamerası bozuk çıktı|çözüm bulamıyor|mağdur edildim,
1353,Aldığım ayakkabının tabanı iki hafta içinde açıldı. #Nike bu kalitede ürün mü satıyorsunuz?,Nike,,tabanı açıldı|bu kalitede ürün mü,
1354,Alarm sistemim sürekli arıza veriyor ve hiçbir yetkili çözüm bulamıyor. Şikayetçiyim. #Pronet lütfen acil müdahale edin.,Pronet,,arıza veriyor|hiçbir yetkili çözüm bulamıyor|şikayetçiyim,
1355,Akşam saatlerinde müşteri temsilcisine ulaşmak imkansız. @Vodafone,Vodafone,,ulaşmak imkansız,
1356,@yapikredi müşteri hizmetlerine bağlanmak imkansız. Artık her aradığımda sinirleniyorum. Bir an önce çözüm bulun.,yapikredi,,sinirleniyorum|imkansız,
1357,@xyzmarket müşterisine bu kadar kötü davrandığını duymamıştım. Bir daha alışveriş yapmayı düşünmüyorum.,xyzmarket,,kötü davrandığını|alışveriş yapmayı düşünmüyorum,
1358,@xyzmarket alışverişimden çok memnunum hızlı ve güvenilir bir hizmet sundular,xyzmarket,memnunum|hızlı ve güvenilir hizmet,,
1359,@xyzbank kart aidat ücretim geri ödenmezse tüm hesaplarımı kapatacağım,xyzbank,,geri ödenmezse|tüm hesaplarımı kapatacağım,
1360,@vodafonedestek internet hızım çok yavaş ve sürekli kesiliyor. Bu konuda yardım eder misiniz?,vodafonedestek,,internet hızım çok yavaş|sürekli kesiliyor,yardım eder misiniz  
1361,@vodafone_tr internet hızınız mükemmel teşekkür ederim,vodafone_tr,teşekkür ederim|mükemmel,,
1362,Satın aldığım ayakkabı @Nike mağazasından geldi ama sol tekinin tabanı çatlamış.,Nike,,sol tekinin tabanı çatlamış,
1363,Sevgili @THYdestek uçuşum iptal oldu ve yeni bir uçuş ayarlanmıyor mağdurum,THYdestek,mağdurum,uçuşum iptal oldu|yeni bir uçuş ayarlanmıyor,
1364,Simkartımın kopyalanması sonucu @Turkcell hattımı kapattırmaya gittim. Bir haftadır yeni sim kart bekliyorum ve hala gelmedi. Müşteri temsilcileriyle görüşmek imkansız. Bu nasıl bir hizmet?,Turkcell,,görüşmek imkansız|hizmet|hala gelmedi,
1365,Sipariş ettiğim kitaplar gelmedi @D&R destek, D&R,,kitaplar gelmedi,
1366,Siparişim yanlış geldi. Ürün iadesi yaptım ve paramı hemen geri aldım. Teşekkürler @hepsiburada,hepsiburada,paramı hemen geri aldım,,
1367,Son aldığım kargo yine gecikti. Yurtiçi Kargo ne zaman düzgün çalışacak acaba?,Yurtiçi Kargo,,son aldığım kargo yine gecikti,ne zaman düzgün çalışacak  
1368,Son siparişimde eksik ürün geldi. Bu nasıl bir hizmet? #Migros,Migros,,eksik ürün geldi|nasıl bir hizmet,
1369,Sonunda @ArasKargo paketim geldi ama ne yazık ki içindeki ürün kırılmış. Ürün değişimini talep ediyorum.,ArasKargo,paketim geldi,ürün kırılmış,ürün değişimini talep ediyorum  
1370,Superonline internet bağlantım sürekli kopuyor. Bu durumu acilen çözün aksi takdirde başka firmaya geçeceğim.,Superonline,,sürekli kopuyor|başka firmaya geçeceğim,
1371,Sürekli taahhüt bozmanın bedelini ödetiyorsunuz; bir daha asla sizinle çalışmam. @Vodafone,Vodafone,,taahhüt bozmanın bedelini ödetiyorsunuz|asla sizinle çalışmam,
1372,THY ile uçuşumda kabin ekibi çok ilgiliydi ancak uçak çok eskiydi. Koltuklar rahatsızdı ve ekranlar çalışmıyordu.,THY,kabin ekibi çok ilgiliydi,çok eski|rahat değildi|çalışmıyordu,
1373,TTNET internet hizmetinden memnunum. Ancak müşteri hizmetlerine ulaşmak zor.,TTNET,memnunum,müşteri hizmetlerine ulaşmak zor,
1374,TTNET internet hızım çok düşük bu sorun çözülmezse aboneliğimi iptal edeceğim.,TTNET,,hızım çok düşük|iptal edeceğim,
1375,TTNET internet hızım çok yavaş müşteri hizmetleri yardımcı olmuyor bıktım artık.,TTNET,,internet hızım çok yavaş|müşteri hizmetleri yardımcı olmuyor,bıktım  
1376,TTNET internet hızınızı arttırmanız mümkün mü? Sürekli kopmalar yaşıyorum. İşlerim aksıyor.,TTNET,,kopmalar|aksıyor,arttırmanız mümkün mü  
1377,TTNET yine internetim kesildi ve müşteri hizmetlerine ulaşmak imkansız oldu bu kadar kötü hizmet olamaz, TTNET, , internetim kesildi|müşteri hizmetlerine ulaşmak imkansız|bu kadar kötü hizmet olamaz,
1378,Tatil için ETS Tur'dan rezervasyon yaptırdım. Oda çok küçük ve manzarasız. Beklentimin çok altında kaldı.,ETS Tur,,küçük|manzarasız|beklentimin çok altında kaldı,
1379,Tatil.com'dan aldığım tatil paketi harikaydı. Hizmet kalitesi için teşekkür ederim.,Tatil.com,harikaydı|teşekkür ederim,,
1380,Telefonda konuştuğum temsilci çok yardımcı oldu. Teşekkürler @Vodafone,Vodafone,çok yardımcı oldu|Teşekkürler,,
1381,Telefonu alalı üç hafta oldu ama şarjı inanılmaz hızlı bitiyor. #Samsung, Samsung,,şarjı hızlı bitiyor,
1382,Telefonu servise gönderdim hala geri dönmediler. İşim gücüm aksadı bu ne sorumsuzluk!,,,geri dönmediler|işim gücüm aksadı|sorumsuzluk,
1383,Telefonum arızalandı ve garantiye gönderdim. 10 gün geçti hala geri dönüş yok. Bu kadar bekletmek nedir?,,,arızalandı|geri dönüş yok|bekletmek nedir,
1384,Telefonumu 1 ay önce aldım ve şarjı çok çabuk bitiyor. Hızlı şarj da desteklemiyor. Samsung bu konuda hayal kırıklığı oldu.,Samsung,,şarjı çok çabuk bitiyor|hayal kırıklığı oldu|Hızlı şarj desteklemiyor,
1385,Telefonumu Turkcell bayisinden aldım ama şarjı bir gün bile gitmiyor.,Turkcell,,şarjı bir gün bile gitmiyor,
1386,Telefonumu garantiye gönderdim hala haber yok ne zaman elime ulaşacak,,Telefonumu garantiye gönderdim|hala haber yok|ne zaman elime ulaşacak,,
1387,Telefonumu garantiye yolladım ama hiçbir şey yapılmadan geri geldi. Sorunum çözülmedi.,,Telefonumu garantiye yolladım,sorunum çözülmedi|hiçbir şey yapılmadan geri geldi,
1388,Telefonumu servise verdim üç hafta oldu bilgi veren yok bu kadar sorumsuzluk olmaz,servis,,sorumsuzluk olmaz|bilgi veren yok|üç hafta oldu,
1389,Telefonumu tamir için gönderdim hala gelmedi #defalarca aradım #yok,Jandarma,,hala gelmedi|defalarca aradım,
1390,Telefonumun ekranı kırıldı ama servis süper hızlıydı. Tekrar teşekkür ederim!,,servis süper hızlıydı|Teşekkür ederim,,
1391,Telefonumun ekranı kırıldı ve tamir için @teknik_servis'e gönderdim. Geri geldiğinde başka bir sorun ortaya çıktı. Gerçekten sinir bozucu.,teknik_servis,,ekranı kırıldı|başka bir sorun ortaya çıktı|sinir bozucu,
1392,Telefonumun ekranı çatladı; servise yolladım ama dönüş yapılmadı. Sorunun acilen çözülmesini istiyorum.,,,ekranı çatladı|dönüş yapılmadı|Sorunun acilen çözülmesini istiyorum,
1393,Telefonumuzu Turkcell'e taşıdık ama bir haftadır sinyal alamıyorum. Acil çözüm istiyorum artık.,Turkcell,,sinyal alamıyorum|Acil çözüm istiyorum,
1394,Teşekkürler @LCWaikiki kargom çok hızlı geldi.,LCWaikiki,kargom çok hızlı geldi,,
1395,Teşekkürler @PTT Kargo hızlı teslimat için,PTT Kargo,hızlı teslimat için teşekkürler,,
1396,Trendyol kargom zamanında gelmedi. Böyle bir aksaklığı gerçekten beklemiyordum. Tam bir hayal kırıklığı!,Trendyol,,zamanında gelmedi|hayal kırıklığı,
1397,Trendyol'dan aldığım ayakkabı eksik geldi, böyle bir şey olamaz! Trendyol,,eksik geldi|böyle bir şey olamaz!,
1398,Trendyol'dan aldığım ayakkabı paramparça geldi. Nasıl böyle kötü bir hizmet verebilirsiniz anlamıyorum.,Trendyol,,paramparça|kötü bir hizmet,
1399,Trendyol'dan aldığım ayakkabının numarası yanlış geldi. Bir de iade süreci çok uzun sürüyor.,Trendyol,,numarası yanlış geldi|iade süreci çok uzun sürüyor,
1400,Trendyol'dan aldığım elbise fotoğraftakinden çok farklı geldi. Bu durumu çözmek için yardımcı olur musunuz?,Trendyol, yardımcı olur musunuz,çok farklı geldi|bu durumu çözmek,
1401,Trendyol'dan aldığım elbise tam beklediğim gibi geldi çok beğendim ama kumaşı biraz ince.,Trendyol,beklediğim gibi geldi|çok beğendim,,
1402,Trendyol'dan aldığım elbise çok güzel tam bedenime uygun teşekkürler!,Trendyol,tam bedenime uygun|çok güzel,teşekkürler!,
1403,Trendyol'dan aldığım elbise çok kötü kokuyordu. İade ettim ama paramı hala geri almadım.,Trendyol,,kötü kokuyordu|geri almadım,
1404,Trendyol'dan aldığım tişört çok kaliteli bayıldım,Trendyol,çok kaliteli|bayıldım,,
1405,Trendyol'dan aldığım ürün yanlış geldi. Müşteri hizmetleri ise sürekli oyalıyor. Artık paramı geri istiyorum.,Trendyol,,yanlış geldi|sürekli oyalıyor|paramı geri istiyorum,
1406,Trendyol'dan sipariş ettiğim ürün yanlış geldi ve müşteri hizmetleri çözüm üretmiyor. Ürünümün acilen değiştirilmesini rica ediyorum.,Trendyol,,yanlış geldi|çözüm üretmiyor|acilen değiştirilmesini rica ediyorum,
1407,Trendyol'dan önceki alışverişlerim çok iyiydi ama son siparişimde sorun yaşadım. Ürün yanlış geldi.,Trendyol,önceki alışverişlerim çok iyiydi,son siparişimde sorun yaşadım|ürün yanlış geldi,
1408,TurkNet internet hızım son haftalarda çok düştü ve sürekli kopuyor. Hizmet kalitesi kötüleşti.,TurkNet,,hızım çok düştü|sürekli kopuyor|kötüleşti,
1409,Turkcell faturanızı ödemediğiniz için hizmetiniz durduruldu. Bu nasıl iş? Daha 3 gün geçmiş üstelik!,Turkcell,,hizmetiniz durduruldu|nasıl iş|3 gün geçmiş,
1410,Turkcell hattım sürekli çekmiyor ve müşteri hizmetleri yardımcı olmuyor. Hizmet kalitesi çok kötü,Turkcell,,çekmiyor|yardımcı olmuyor|kötü,
1411,Turkcell hizmetiniz çok kötü. Sürekli kesinti yaşıyorum. Artık bıktım!,Turkcell,,çok kötü|sürekli kesinti|bıktım,
1412,Turkcell interneti gerçekten harika. Hiç sorun yaşamıyorum. 👍,Turkcell,gerçekten harika|Hiç sorun yaşamıyorum,,
1413,Turkcell müşteri hizmetleri çok ilgili davrandı. Ancak sorun hala çözülmedi. İnternete bağlanamıyorum.,Turkcell,ilgili davrandı,sorun hala çözülmedi|internete bağlanamıyorum,
1414,Turkcell'den aldığım internet paketleri çok pahalı.,Turkcell,,çok pahalı,
1415,Turkcell'den aldığım telefon çok hızlı ve kullanışlı,,hızlı|kullanışlı,,
1416,Turkcell'in internet hızı gayet iyi ama fiyatlar çok pahalı.,Turkcell,internet hızı iyi,fiyatlar pahalı,
1417,Turkcell'in internet hızı müthiş fakat müşteri hizmetleri biraz daha ilgili olabilir.,Turkcell,internet hızı müthiş,biraz daha ilgili olabilir,
1418,Turkcell’den aldığım telefonun ekranı 1 haftada çizildi böyle kalitesiz bir ürün olamaz,Turkcell,,ekranı çizildi|kalitesiz bir ürün,
1419,Turkcell’den internet paketi aldım ama sürekli kesinti yaşıyorum. Bu duruma bir çözüm bulun lütfen.,Turkcell,,sürekli kesinti yaşıyorum|bir çözüm bulun lütfen,
1420,Türk Hava Yolları'nın müşteri hizmetleri tam anlamıyla bir felaket! 2 saattir bekletiliyorum,Türk Hava Yolları,,felaket|bekletiliyorum,
1421,Türk Telekom internet hizmetiniz berbat. Sürekli kesiliyor ve müşteri hizmetleriyle görüşmek imkansız.,Türk Telekom,,hizmetiniz berbat|sürekli kesiliyor|görüşmek imkansız,
1422,Türk Telekom internet hızım çok yavaş ve bağlantı sürekli kopuyor. Sabır kalmadı artık.,Türk Telekom,,internet hızım çok yavaş|bağlantı sürekli kopuyor,
1423,Türk Telekom'un internet hızı çok yavaş. Film izlemek işkence gibi bir şey oldu.,Türk Telekom,,çok yavaş|işkence gibi,
1424,Uzun zamandır #Trendyol’dan sipariş vermiyorum çünkü sorunlarla dolu alışveriş deneyimi sunuyor.,Trendyol,,sorunlarla dolu alışveriş deneyimi,
1425,Vakko'da aldığım ceket mükemmel kalitede.,Vakko,mükemmel kalitede,,
1426,Vodafone internet paketleriniz çok pahalı. Daha uygun seçenekler sunmalısınız.,Vodafone,,pahalı,daha uygun seçenekler  
1427,Yemeksepeti'nden verdiğim sipariş bir buçuk saatte geldi. Soğuktu ve eksikti. Bir daha kesinlikle kullanmam.,Yemeksepeti,,soğuktu|eksikti|bir buçuk saatte geldi|kesinlikle kullanmam,
1428,Yemeksepeti'nden verdiğim sipariş buz gibi geldi. Ayrıca eksik ürün vardı. Hayal kırıklığına uğradım.,Yemeksepeti,,buz gibi|eksik ürün|hayal kırıklığına uğradım,
1429,Yemeksepeti'nden verdiğim sipariş eksik geldi. Bu kadar kötü bir hizmet beklemiyordum.,Yemeksepeti,,eksik geldi,kötü bir hizmet  
1430,Yemeksepeti'nden verdiğim sipariş hem geç geldi hem de yanlış geldi. Bir daha asla!,Yemeksepeti,,sipariş hem geç geldi|yanlış geldi|bir daha asla!,
1431,Yeni aldığım Adidas ayakkabı ikinci giyişimde yırtıldı. Bu kadar kalitesiz bir ürün beklemiyordum. Ürün değişimi talep ediyorum.,Adidas,,yırtıldı|kalitesiz|değişimi talep,
1432,Yeni aldığım Apple telefonun kamerası bozuk çıktı. Bu kadar pahalı bir ürünün böyle sorunlar yaşatması kabul edilemez.,Apple,,kamerası bozuk çıktı|böyle sorunlar yaşatması kabul edilemez,
1433,Yeni aldığım Bosch çamaşır makinesi su sızdırıyor değişim talep ediyorum,Bosch,,su sızdırıyor,değişim talep ediyorum  
1434,Yeni aldığım Bosch çamaşır makinesi çok sessiz çalışıyor. Harika bir ürün!,Bosch,çok sessiz çalışıyor|Harika bir ürün,,
1435,Yeni aldığım bilgisayar çabuk ısınıyor ve performansı çok kötü. Servise götürdüm halen çözüm yok.,,servise götürdüm,performansı çok kötü|çabuk ısınıyor,
1436,Yeni aldığım bilgisayar çok hızlı çalışıyor çok memnunum. Teşekkürler Teknosa.,Teknosa,çok hızlı çalışıyor|çok memnunum,,
1437,@Vodafone hizmetinizden çok memnunum. İnternet hızı harika ve müşteri hizmetleri çok ilgili.,Vodafone,hizmetinizden çok memnunum|İnternet hızı harika|çok ilgili,,
1438,@akbank çağrı merkezi çok yavaş çalışıyor. 45 dakika beklediğim yetmiyormuş gibi problemimi de çözemediler.,akbank,,çağrı merkezi çok yavaş çalışıyor|problemimi de çözemediler,45 dakika beklediğim  
1439,Pastel renklerdeki kalem seti tam istediğim gibiydi. Ayrıca hızlı teslimat için teşekkürler,@Ofix,Pastel renklerdeki kalem seti tam istediğim gibiydi,hızlı teslimat için teşekkürler,
1440,Otobüs saatleri sürekli değişiyor. Ne zaman geleceğini bilemiyorum. @iett ,iett,,saatleri sürekli değişiyor,ne zaman geleceğini bilemiyorum  
1441,Netflix'e abone oldum ama Türkçe altyazılar hatalı geliyor,Netflix,,hatalı geliyor,abone oldum 
